OpportunityId,Title,Agency,Source,PostDate,CloseDate,Description,TotalScore,CreatedAt,UpdatedAt,OpportunityUrl
d9557fdd86cdb1bc9f65b17d5afee353,Amendment 94: F.11 PRISM SALSA Due Dates Delayed.,NASA Aeronautics Research Mission Directorate,NASA.ARMD,2025-01-14T00:00:00.0000000,2025-04-15T00:00:00.0000000,"article

18 hours ago",8.24,2025-01-14T16:44:21.6930000,2025-01-14T16:44:21.6930000,
d962bf2e52c16f046bcc4088c8969750,Water Conservation Field Services Program for Fiscal Year 2025,Bureau of Reclamation,Grants.gov,2024-11-06T00:00:00.0000000,2025-02-04T00:00:00.0000000,"The Department of the Interior&#8217;s (DOI&#8217;s) WaterSMART (Sustain and Manage America&#8217;s Resources for Tomorrow) Program provides a framework for Federal leadership and assistance to stretch and secure water supplies for future generations in support of DOI priorities. Through WaterSMART, the Bureau of Reclamation (Reclamation) leverages Federal and non-Federal funding to work cooperatively with states, tribes, and local entities as they plan for and implement actions to increase water supply reliability through investments in existing infrastructure and attention to local water conflicts.Drought conditions across the Western United States (U.S.) impact a wide range of communities and sectors, including agriculture, cities, tribes, the environment, recreation, hydropower producers, and others. Reclamation established the Water Conservation FieldServices Program (WCFSP) in 1996 to encourage beneficiaries of Federal water projects to conserve water, and to assist agricultural and urban water districts in preparing and implementing water conservation plans in accordance with the Reclamation Reform Act (RRA) of 1982. Through the WCFSP, Reclamation makes cost-shared financial assistance available for developing water conservation and or water management plans as appropriate, identifying water management improvements through System Optimization Reviews (SORs), designing water management improvements, and improving the understanding of water conservation techniques through demonstration activities.The WCFSP provides support for priorities identified in Presidential Executive Order (E.O.) 14008: Tackling the Climate Crisis at Home and Abroad and aligns with other priorities, such as those identified in E.O. 13985: Advancing Racial Equity and Support for Underserved Communities Through the Federal Government. WaterSMART also supports Reclamation&#8217;s priorities to increase water reliability and resilience, support racial and economic equity, modernize infrastructure, and enhance water conservation, ecosystem, and climate resilience. Through this NOFO, Reclamation&#8217;s Lower Colorado Basin Region (LCB) is requesting proposals to fund activities in support of the WCFSP within the LCB (see map on p.3), and within the State of Hawaii, American Samoa, Guam, and the Northern Mariana Islands.",15.70,2025-01-14T16:44:19.4670000,2025-01-14T16:44:19.4670000,
d9a243d8226352c7eabccaec7a3cee4b,"Development of Resources and Technologies for Enhancing Rigor, Reproducibility, and Translatability of Animal Models in Biomedical Research (R01 Clinical Trial Not Allowed)",National Institutes of Health,Grants.gov,2024-10-25T00:00:00.0000000,2025-09-08T00:00:00.0000000,"The Office of Research Infrastructure Programs (ORIP) encourages research project grant applications aimed at developing and implementing broadly applicable technologies, tools, and resources for validating animal models and enhancing rigor, reproducibility, and translatability of animal research. Research projects submitted under this Notice of Funding Opportunity (NOFO) should be hypothesis driven with strong preliminary data. Proposed studies, models, resources, or technologies under this NOFO must either address research interests of multiple NIH Institutes and Centers (ICs), explore multiple organ systems, or be applicable to diseases and processes that impact multiple organ systems in order to align with ORIPs NIH-wide mission and programs. Applications should aim to enhance the rigor, reproducibility, and translatability of animal research through the development and implementation of technologies, tools, and resources that have significant impact across a broad range of research areas using animal models. Applications must demonstrate how the proposed resources and technologies impact rigor and reproducibility of animal studies.",13.61,2025-01-14T16:44:19.0470000,2025-01-14T16:44:19.0470000,
d9addef61dcf624d60439fe617e86651,Nuclear Data Interagency Working Group (NDIAWG) Research Program,Office of Science,Grants.gov,2024-12-03T00:00:00.0000000,2025-03-04T00:00:00.0000000,"The Nuclear Data InterAgency Working Group (NDIAWG), comprised of 16 stakeholders across the federal government that have an interest in nuclear data, invites applications in relevant research topics derived from the annual Workshop on Applied Nuclear Data Activities (WANDA) and other workshops and discussions. Since the first joint NOFO put out in 2016, over $70M have been invested in nuclear data by NP and interagency partners. This year&#8217;s NOFO partners include NP and FES from SC.",16.00,2025-01-14T16:44:20.6270000,2025-01-14T16:44:20.6270000,
d9b640f43e74e5f2476a741481ef216c,Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Required),National Institutes of Health,Grants.gov,2024-12-02T00:00:00.0000000,2027-11-13T00:00:00.0000000,"The objective of the NIH Career Transition Award (K22) is to provide support to outstanding basic or clinical investigators to develop their independent research skills through a two phase program: an initial period involving an intramural appointment at the NIH and a final period of support at an extramural institution. This NINDS K22 is specifically designed to facilitate the transition of NINDS intramural neurologist- and neurosurgeon-scientists to independent, academic faculty positions that support clinician-scientists to engage in independently funded scientific research as well as clinical activities.",11.88,2025-01-14T16:44:20.6300000,2025-01-14T16:44:20.6300000,
d9d0a80cdbcc96daa763ecc9247a6efc,FY25 IIJA/IRA Bureau of Land Management California Aquatic Resource Management,Bureau of Land Management,Grants.gov,2025-01-07T00:00:00.0000000,2025-03-09T00:00:00.0000000,"The Bureau of Land Management&#8217;s (BLM) California Aquatic Resources Program protects and restores riparian and wetland areas, aquatic habitats, and water resources to provide functioning ecosystems for a combination of balanced and diverse uses including fish and wildlife, and for the long-term needs of future generations. Policy guidance for the Program ensures that public land management based on multiple use and sustained yield provides healthy and productive riparian, wetland, and aquatic habitat, achieves land health standards, and considers society&#8217;s long-term needs for healthy watersheds. The issues the Program addresses are diverse and include restoration, habitat fragmentation and degradation, drought resiliency, water availability, and aquatic invasive species. Program staff provide professional expertise and policy guidance to BLM managers, Federal, State, Tribal, and local governments, and non-governmental partners on these issues, and implement the best management practices to minimize or avoid impacts to water resources, riparian and wetland areas, and aquatic habitats on public lands. This program supports projects funded through the Infrastructure Investment and Jobs Act, Section 40804 (b) Ecosystem Restoration. This program also supports projects funded through the Inflation Reduction Act (IRA), Sections 50221 Resilience, 50222 Ecosystems Restoration and 50303 DOI.The BLM California Aquatic Resources Program&#8217;s core functions include:Ecosystem Structure and Function: Protect and restore the physical and ecological processes of functioning riparian and wetland areas, aquatic habitats, and water resources.Water Quality: Protect and restore the chemical, physical, and biological integrity of surface water and groundwater.Water Availability: Ensure that water is legally and physically available for beneficial uses, including protection and restoration actions.Riparian, Wetland, and Aquatic Habitat: Proactively protect and restore riparian, wetland, and aquatic habitats to ensure the presence, abundance, and diversity of healthy, self-sustaining, and desirable riparian, wetland, and aquatic species and other wildlife and plant populations that depend upon these habitats, including special status species.Decision Support: Inventory, assess, and monitor aquatic resources to inform our understanding of condition and trend, guide the BLM&#8217;s management activities, and assess regulatory compliance.Environmental Compliance: Ensure full compliance with applicable federal law, Executive Orders, regulations, and policy and with state law to the extent consistent with federal law.Internal &amp; External Involvement: Consult, coordinate, cooperate, and collaborate with federal, state, tribal, and local governments and other programs, partners, and communities, to foster adaptive approaches to protection and restoration and implement education and outreach programs.The BLM California Aquatic Resources Program continues to advance the Department of the Interior&apos;s priorities to address the climate crisis, restore balance on public lands and waters, advance environmental justice, and invest in a clean energy future. The BLM California Aquatic Resources Program has an opportunity to work with partner organizations to assist with:Contributing to the above-described Program core functions.Combating climate change and habitat loss impacts to aquatic resources.Restoring and connecting degraded aquatic resources.Increasing ecosystem resistance, resilience, and adaptability to drought, wildfires, and floods.Determining acceptable levels of hydrologic and ecological change given BLM management objectives.Advancing inventory, assessment, and monitoring activities and tools.Preventing the establishment and spread of invasive species.Increasing public knowledge of aquatic habitats on BLM managed lands, including with a targeted focus on communities of color, low-income families, and rural and indigenous communities.",16.06,2025-01-14T16:44:21.6900000,2025-01-14T16:44:21.6900000,
d9f0a1576fb466dce5c9d3e3ca783eee,NRCS Florida Conference Room Upgrade,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=aec99162834d430cb35829c27b79e923,15.72,2025-01-14T16:44:17.0330000,2025-01-14T16:44:17.0330000,
da0d3c244699251317e383a96703022f,59--ANTENNA,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=89eef3e5a1e245c7a01cf7696da7bf0e,14.35,2025-01-14T16:44:17.3570000,2025-01-14T16:44:17.3570000,
da10b4b6906f8d4906eba2b95775e78e,BIL Funded - Program and Project Schedule Analysis (Forensic Scheduler),Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=849354f980fb43a78aa4c90ebc20e4c2,14.96,2025-01-14T16:44:17.3600000,2025-01-14T16:44:17.3600000,
da32d15173960bb3427f0292beaf875d,Pilot projects to enhance utility and usage of data sets from the Molecular Transducers of Physical Activity Consortium (MoTrPAC) (R03 Clinical Trials Not allowed),National Institutes of Health,Grants.gov,2024-10-23T00:00:00.0000000,2024-12-27T00:00:00.0000000,"The Molecular Transducers of Physical Activity Consortium (MoTrPAC) has made data available through the MoTrPAC Data Hub (http://MoTrPAC-data.org). The purpose of this NOFO is to announce the availability of funding to support novel approaches for analyzing MoTrPAC data, to generate hypotheses and catalyze discoveries; for comparing the publicly released MoTrPAC data to other datasets; and for developing analytic pipelines.",12.35,2025-01-14T16:44:19.0430000,2025-01-14T16:44:19.0430000,
da693da9e3d934a131a8d1655610338e,"Monitoring, Evaluation, Research, Learning and Adapting Activity (MERLA)",Haiti USAID-Port Au Prince,Grants.gov,2024-11-13T00:00:00.0000000,2024-11-28T00:00:00.0000000,"The United States Government, represented by the United States Agency for International Development (USAID) in Haiti is issuing this Request for Information (RFI) to solicit information and potential interest from organizations for an upcoming Monitoring, Evaluation, Research, Learning and Adapting activity in Haiti. ",13.47,2025-01-14T16:44:19.4730000,2025-01-14T16:44:19.4730000,
da7eb69ad32c75d4ea68d3d795582425,Strengthening Vaccine-Preventable Disease Prevention and Response,Centers for Disease Control - NCIRD,Grants.gov,2025-01-06T00:00:00.0000000,2025-03-14T00:00:00.0000000,"CDC&#8217;s Immunization Services Division (ISD) Notice of Funding Opportunity (NOFO) continues and builds upon the ongoing work of the Section 317 and Vaccines for Children (VFC) Programs. These programs remain central to the U.S. immunization program infrastructure to achieve high vaccination coverage, low incidence of vaccine-preventable disease (VPD) and maintain or improve response to vaccine-preventable public health threats. The VFC Program provides vaccines to children whose parents or guardians may not be able to afford them. Serving as an important contributor to health equity, the program helps support fair and just opportunities for all children to get their recommended vaccinations on schedule and achieve their highest level of health. Section 317 of the Public Health Service Act helps meet the costs of prevention health services, and 317 priorities include preserving immunization infrastructure, maintaining vaccine supply as a safety net for uninsured adults, and responding to VPD outbreaks. Activities in this funding opportunity are included within the following seven priority strategies. &#8226; Strengthen Program Infrastructure and Management. &#8226; Increase Vaccine Access. &#8226; Improve Vaccination Equity. &#8226; Promote Vaccine Confidence and Demand. &#8226; Enhance Data and Evaluation.There are three components in this NOFO, and you are required to apply to all three components. &#8226; Component 1: Core. &#8226; Component 2: Rapid small-scale response to VPD outbreaks or other public health emergencies (funded). &#8226; Component 3: Rapid large-scale response to VPD outbreaks or other public health emergencies (approved but unfunded).",17.28,2025-01-14T16:44:18.8200000,2025-01-14T16:44:18.8200000,
da7fad1d7709e3d92d26ccff7b0b38d8,"16--STATOR ASSEMBLY,ACT",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d9b9ebcbb9cd44c6b389c3ac9fe50622,16.29,2025-01-14T16:44:16.6970000,2025-01-14T16:44:16.6970000,
daf79338967ab34c96ab159cdd5feaa4,Model Continuums of Care Initiative (MCCI) to Advance Health Equity and End Health Disparities Among Women and Girls in Racial/Ethnic Minority and Other Underserved Communities (U34 Clinical Trials Required),National Institutes of Health,Grants.gov,2024-12-13T00:00:00.0000000,2025-02-20T00:00:00.0000000,"The purpose of this NOFO is to support the planning phase of the Model Continuums of Care Initiative (MCCI) to Advance Health Equity and End Health Disparities Among Women and Girls in Racial/Ethnic Minority and Other Underserved Communities. MCCI is a multi-ICO dissemination and implementation science initiative to advance health equity and end health disparities in racial/ethnic minority women and girls of reproductive age. Specifically, the Model Continuums of Care Initiative will apply the latest dissemination and implementationscience approaches to significantly reduce the prevalence and impact of multi-morbidity among racial/ethnic minority women and girls of reproductive age at risk and living with mental health disorders, substance use disorders, chronic stress, cardiopulmonary diseases, common metabolic disorders (e.g., diabetes), cancer, and HIV/AIDS. This concept proposes a continuum of care approach that integrates preventive health services, primary care, behavioral health, integrative care, and cardiopulmonary and endocrine specialties to fully address health care needs in each of these domains, and to have maximum impact on the overall health and well-being ofracial and ethnic minority and other underserved women and girls. While MCCI is not a maternal health initiative, women and girls ages 15-44 yrs. are centered because it is during the early reproductive period, i.e., adolescence, that multimorbidity typically begins and rapidly progresses, setting the stage for multiple chronic debilitating conditions in later life. Special emphasis will be placed on using stakeholder partnerships, provider training, and infrastructure changes to improve access for subgroups of racial/ethnic minority women and girls who currently have the least access to high quality health care (e.g., racial/ethnic minority women and girls living in low resource settings).",8.80,2025-01-14T16:44:21.0630000,2025-01-14T16:44:21.0630000,
dafca666a3044e839e01c6dbf1247c0d,Direct Lease for DR-4830-GA Hurricane Helene,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=2cef4aee74974771b15bf42e670f58a9,10.14,2025-01-14T16:44:18.0330000,2025-01-14T16:44:18.0330000,
db0e5a3ec5e678b6c9dab386d14b0c0e,FY25 IIJA/IRA Bureau of Land Management Colorado Fuels Management and Community Fire Assistance,Bureau of Land Management,Grants.gov,2024-12-19T00:00:00.0000000,2025-02-18T00:00:00.0000000,"BLM Colorado has an opportunity to work with partner organizations to assist with fuels management and community fire assistance program activities to reduce the risk and impact of catastrophic wildfires to local communities through coordination, reducing the amount of hazardous fuels, and furthering the education of landowners about wildfire prevention and mitigation. These activities will assist BLM in addressing the effects of climate change by working to create resilient landscapes and communities, will create jobs, and it will help further conservation and restoration efforts by providing an opportunity to support planning and implementation of hazardous fuels reduction projects in wildland urban interface (WUI) areas and education and outreach programs that help create fire adapted communities and resilient landscapes. This program supports the Infrastructure Investment and Jobs Act (IIJA) Public Law 117-58, Sec. 40803 Wildfire Risk Reduction. This program supports projects funded through the Inflation Reduction Act (IRA), Sections 50221 Resilience, 50222 Ecosystems Restoration and 50303 DOI. Colorado Program Strategic Goals: Accomplish fuels management activities on federal and non-federal land. Develop and implement fire education, training, and/or community action plans/programs. Conduct Community Wildfire Protection Plans (CWPPs), community wildfire assessments, and planning activities. Expand community capability to enhance local employment opportunities. Develop and implement short and long-term monitoring and maintenance plans for hazardous fuels reduction, community fire education and training, and community action programs.",15.81,2025-01-14T16:44:21.2670000,2025-01-14T16:44:21.2670000,
db3cc8b1e771cd47684657b4060fc613,"GSA seeks space in St. George, UT",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=9287391c873a48a5bfd3cd11f49620c6,11.49,2025-01-14T16:44:17.1970000,2025-01-14T16:44:17.1970000,
db5eb8288684fd9c9e6a805ef6a73e6d,2025 Alumni Engagement Innovation Fund (AEIF 2025),U.S. Mission to France,Grants.gov,2024-12-20T00:00:00.0000000,2025-02-22T00:00:00.0000000,"The Mission of the United States in France announces an open competition for past participants (&#8220;alumni&#8221;) of U.S. government-funded and U.S. government-sponsored exchange programs to submit applications to the 2025 Alumni Engagement Innovation Fund (AEIF 2025). We seek proposals from teams of at least two alumni that meet all program eligibility requirements of the Notice of Funding Opportunity PDS-France-FY2025-01. The U.S. Mission will evaluate all proposals and recommend one to three proposals for funding by the Department of State&#8217;s Bureau of Educational and Cultural Affairs (ECA). Projects will be evaluated by ECA against proposals received from alumni around the world. AEIF provides alumni of U.S. government-sponsored and facilitated exchange programs with funding to expand on skills gained during their exchange experience to design and implement innovative solutions to global challenges facing their community. This year, U.S. Mission to France will accept public service projects proposed and managed by teams of at least two (2) alumni that support U.S. - France cooperation and leadership on global challenges: Sports Diplomacy; Shared Democratic Values and Interests; Civic Education; Diversity and Inclusion; Cultural Diplomacy; Media Literacy; Prosperity, Trade, and Investment; Science, Health, Technology and Innovation; Security and Defense; Foreign Policy; Climate Change and Environmental Sustainability. Most of the project activities must take place in France (Cross-border projects are possible but will require additional validation by correspondent U.S. Mission). All project activities must take place outside of the United States and its territories. Projects must have a Franco-American component or perspective. Application materials (found at the bottom of this page) must be submitted in English to GrantsFrance@state.gov by February 21, 2025, 18:00 Local Time (France). For more information, eligibility, and deadlines please read the Notice of Funding Opportunity PDS-France-FY2025-01 AEIF. The U.S. Mission to France will be holding an online informative presentation for alumni to provide additional information and details about the 2025 Alumni Engagement Innovation Fund, on Thursday, January 23, 2025, at 11:30 am. Please note that we do not provide any pre-consultation for application related questions that are addressed in the Notice of Funding Opportunity",23.80,2025-01-14T16:44:21.2700000,2025-01-14T16:44:21.2700000,
db9da7fac12a5cea03fc877ec25b7ee8,USAID Inclusive Political Outreach,Nepal USAID-Kathmandu,Grants.gov,2024-11-21T00:00:00.0000000,2025-01-07T00:00:00.0000000,"Pursuant to the Foreign Assistance Act of 1961, as amended, the United States Government, as represented by the U.S. Agency for International Development (USAID) in Nepal is announcing Addendum #001 to the USAID Nepal Localization APS: USAID Inclusive Political Outreach, ADDENDUM-001-72036725APS00001. Through this addendum, USAID/Nepal is seeking concept notes from local actors for the submission of concept notes to address the need for inclusive, responsive and meaningful participation of underrepresented and marginalized groups in Nepal&#8217;s political processes. Concept notes must be submitted no later than the date and time specified above. Questions: Please send questions about this solicitation to dshakya@usaid.gov and mtelevantos@usaid.gov no later than the date and time specified above. USAID/Nepal will furnish promptly to all prospective Applicants, as an amendment to this Addendum, all responses to questions received. Pre-Application Conference: USAID/Nepal will hold a virtual pre-application information session in Nepali language on the date specified above for all interested applicants to provide an overview of the USAID Inclusive Political Outreach addendum and application process and answer questions. All interested participants are requested to register for the pre-application conference by the date and time specified above by sending an email to dshakya@usaid.gov and bnepali@usaid.gov. USAID strives to host inclusive, accessible events that enable all individuals, including persons with disabilities, to engage fully. To request accommodation or for inquiries about accessibility, please email dshakya@usaid.gov and bnepali@usaid.gov. USAID/Nepal will provide further information about the pre-application conference upon receiving your email. Pre-application notes, including answers to questions, will be posted as an amendment to this Addendum on www.grants.gov. Subject to the availability of funds, USAID/ Nepal anticipates supporting up to one five-year award valued up to $5 million. USAID reserves the right to award more awards than this estimate and to fund any or none of the Concept Notes/Full Applications submitted under this addendum to the USAID Nepal Localization APS. Unless otherwise stated herein, all terms and conditions of the USAID Nepal Localization APS apply (https://grants.gov/search-results-detail/357215). It is the responsibility of the Applicant to review the entire USAID Nepal Localization APS and Addendum, both of which are available on www.grants.gov, and USAID bears no responsibility for data errors resulting from transmission or conversion process. If you have difficulty registering on www.grants.gov or accessing the APS, please contact the grants.gov helpdesk at 1-800-518-4726 or via email at support@grants.gov for technical assistance.",10.52,2025-01-14T16:44:19.6700000,2025-01-14T16:44:19.6700000,
dbb2b04633dd3f2a334f7e033a15f795,2025 U.S. Ambassadors Fund for Cultural Preservation (AFCP),U.S. Mission to Morocco,Grants.gov,2024-12-02T00:00:00.0000000,2025-01-04T00:00:00.0000000,"Funding Opportunity Title: AFCP Grants Program Funding Opportunity Number: PAS-MOROCCO-FY25-01 Funding Instrument Type: Grant/Cooperative Agreement CFDA Number: 19.025 Length of Performance Period: 12 to 60 months Award Amounts: Awards may range from a minimum of $10,000 to a maximum of $500,000 Deadline for Applications: Friday January 03, 2025, for Round I Concept Notes Email: Rabatgrants@state.gov This notice is subject to availability of funds and an approved Congressional spending plan. The U.S. Embassy in Morocco and the Cultural Heritage Center in the Bureau of Educational and Cultural Affairs (ECA) are pleased to announce the U.S. Ambassadors Fund for Cultural Preservation (AFCP) 2025 Grants Program. A. Program Objectives: This competitive global fund was established by the State Department to support cultural heritage preservation projects in other countries and to demonstrate U.S. respect for cultural heritage. In Morocco, selected projects will advance the U.S.-Morocco bilateral goal of promoting economic growth and preserving cultural heritage. Funding Areas: The AFCP Grants Program supports the preservation of archaeological sites, historic buildings and monuments, museum collections, and forms of traditional cultural expression, such as indigenous languages and crafts. Appropriate project activities may include: &#183; Anastylosis (reassembling a site from its original parts) &#183; Conservation (addressing damage or deterioration to an object or site) &#183; Consolidation (connecting or reconnecting elements of an object or site) &#183; Documentation (recording in analog or digital format the condition and salient features of an object, site, or tradition) &#183; Inventory (listing of objects, sites, or traditions by location, feature, age, or other unifying characteristic or state) &#183; Preventive Conservation (addressing conditions that threaten or damage a site, object, collection, or tradition) &#183; Restoration (replacing missing elements to recreate the original appearance of an object or site, usually appropriate only with fine arts, decorative arts, and historic buildings) &#183; Stabilization (reducing the physical disturbance of an object or site) B. Eligibility Information: We define eligible project implementers as reputable and accountable non-commercial entities that can demonstrate they have the requisite capacity to manage projects to preserve cultural heritage. All entities selected for Round II must have a valid and active registration on www.SAM.gov by April 29, 2025. Eligible Applicants: &#183; Moroccan Non-Profit organizations/nongovernment organizations (NGO) &#183; Moroccan Public Entity, where permitted &#183; U.S. Non-Profit Organization (IRC section 501(c)(3)) &#183; U.S. Institution of Higher Education Non-eligible Applicants: The AFCP will not award grants to individuals, commercial entities, or past recipients that have not fulfilled the objectives or reporting requirements of previous AFCP awards. C. APPLICATION SUBMISSION AND REVIEW This opportunity consists of two application rounds: &#183; Round I: Project Ideas and Concept Notes Submission (Friday January 03, 2025) &#183; Round II: Full Proposal Submissions During Round I, applicants are due to submit completed Concept Notes in English with budget estimate electronically to RabatGrants@state.gov (Subject: AFCP 2025 Grants Competition) by January 3, 2025. Your Round I submission should include: &#183; Concept Note: including the following items (Applicants can use their own forms and formats): - Applicant&#8217;s information, including name, address, SAM registration status, contact phone number, and organization leadership - A brief description of the project and the applicant&#8217;s capacity to implement it. - Project location, timeframe, purpose, objectives, proposed activities, and desired results - How the project contributes to the local community, Morocco&#8217;s overall development, and cultural preservation &#183; Visual or audiovisual documentation: five high-quality digital images that show the nature and condition of the site, collection, or tradition, and the need for the proposed project &#183; Budget narrative: budget estimate in U.S. dollars (USD) Applicants must use the budget form attached to this Notice of Funding Opportunity (NOFO). U.S. Embassy Morocco&#8217;s review panel will evaluate and score eligible Concept Notes and nominate successful applicants to the Cultural Heritage Center at the U.S. State Department for consideration for advancement to Round II. Applicants invited to advance to Round II will be notified later and will then be asked to submit a full project proposal. Please note that all proposals must comply with the regulations and guidelines in this notice. Incomplete applications will not be reviewed. D. INELIGIBLE ACTIVITIES AND UNALLOWABLE COSTS AFCP does not support the following activities or costs: Preservation or purchase of privately or commercially owned cultural objects, collections, or real property, including those whose transfer from private or commercial to public ownership is envisioned, planned, or in process but not complete at the time of application. Preservation of natural heritage (physical, biological, and geological formations, paleontological collections, habitats of threatened species of animals and plants, fossils, etc.) unless the natural heritage has a cultural heritage connection or dimension. Preservation of hominid or human remains. Preservation of news media (newspapers, newsreels, radio and TV programs, etc.). Preservation of published materials available elsewhere (books, periodicals, etc.). Development of curricula or educational materials for classroom use. Archaeological excavations or exploratory surveys for research purposes. Historical research, except in cases where the research is justifiable and integral to the success of the proposed project. Acquisition or creation of new objects, or collections for new or existing objects. Construction of new buildings, building additions, or permanent coverings (over archaeological sites, for example). Commissions of new works of art or architecture for commemorative or economic development purposes. Creation of new or modern adaptations of existing traditional dances, songs, chants, musical compositions, plays, or other performances. Creation of replicas or conjectural reconstructions of cultural objects or sites that no longer exist. Relocation of cultural sites from one physical location to another. Removal of cultural objects or elements of cultural sites from the country for any Digitization of cultural objects or collections, unless part of a larger, clearly defined conservation, documentation, or public diplomacy effort. Conservation plans or other studies, unless they are one component of a larger project to implement the results of those studies. Cash reserves, endowments, or revolving funds (funds must be expended within the award period [up to five years] and may not be used to create an endowment or revolving fund). Costs of fund-raising campaigns. &#183; Contingency, unforeseen, or miscellaneous costs or fees. &#183; Costs of work performed prior to announcement of the award unless allowable per 2 CFR 458 and approved by the Grants Officer. &#183; International travel, except in cases where travel is justifiable and integral to the success of the proposed project or to provide project leaders with learning and exchange opportunities with cultural heritage experts. &#183; Individual projects costing less than U.S. $10,000 or more than $500,000. &#183; Independent U.S. projects overseas. Sites and Objects Having a Religious Connection: The establishment clause of the U.S. Constitution permits the government to include religious objects and sites within an aid program under certain conditions. For example, an item with a religious connection (including a place of worship) may be the subject of a cultural preservation g...",19.04,2025-01-14T16:44:20.6270000,2025-01-14T16:44:20.6270000,
dc0325358b3fdae3d2d7ce2faf62dc4d,Z1DA--Project No. 539-22-203 - Electric Deficiencies,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=cbc4f2a6ebf14f2b8e380ed4ccdf64db,16.49,2025-01-14T16:44:16.8770000,2025-01-14T16:44:16.8770000,
dc2ff9c8cdcf04f4b6310f778dc46c63,BRAIN Initiative: Clinical Studies to Advance Next-Generation Devices for Recording and Modulation in the Human Central Nervous System (UH3 Clinical Trial Optional),National Institutes of Health,Grants.gov,2024-11-05T00:00:00.0000000,2026-09-29T00:00:00.0000000,"The purpose of this announcement is to encourage investigators to pursue a small clinical trial to obtain critical information necessary to advance recording and/or stimulating devices to treat central nervous system disorders and better understand the human brain (e.g., Early Feasibility Study). Clinical studies supported may consist of acute or short-term procedures that are deemed Non-Significant Risk (NSR) by an Institutional Review Board (IRB), or Significant Risk (SR) studies that require an Investigational Device Exemption (IDE) from the FDA, such as chronic implants. The clinical trial should provide data to answer key questions about the function or final design of a device. This final device design may require most, if not all, of the non-clinical testing on the path to more advanced clinical trials and market approval. The clinical trial is expected to provide information that cannot be practically obtained through additional non-clinical assessments (e.g., bench top or animal studies) due to the novelty of the device or its intended use. Activities supported by this Funding Opportunity include a small clinical trial to answer key questions about the function or final design of a device.As part of the BRAIN Initiative, NIH has initiated a Public-Private Partnership Program (BRAIN PPP) that includes agreements (Memoranda of Understanding, MOU) with a number of device manufacturers willing to make such devices available, including devices and capabilities not yet market approved but appropriate for clinical research. In general it is expected that the devices&apos; existing safety and utility data will be sufficient to enable new IRB NSR or FDA IDE approval without need for significant additional non-clinical data. For more information on the BRAIN PPP, see http://braininitiative.nih.gov/BRAIN_PPP/index.htm",12.97,2025-01-14T16:44:19.2400000,2025-01-14T16:44:19.2400000,
dc36dbd16a803c4e5754cd9acacea7e3,USG Exchange Program Logistics and Honorarium,U.S. Mission to Mozambique,Grants.gov,2024-10-30T00:00:00.0000000,2024-12-21T00:00:00.0000000,"The Public Diplomacy Section at the U.S. Embassy in Mozambique announces an open competition for organizations to implement domestic travel logistics for USG exchange program applicants and fellows who travel to Maputo for TOEFL tests, Visa and Pre-departure orientation, YALI Mandela Washington Fellowship (MWF) Pre-Fellowship Orientation logistics and a return conference for the 2025 MWF YALI Cohort.Grantee will help the Embassy organize the orientation venue, travel logistics for MWF fellows outside of Maputo city, collaborate with the embassy to develop the schedules and arrange the speakers. The Grantee is also expected to pay honorarium for guest speakers, and alumni who assist in conducting interviews for selection of applicants on 07 different exchange programs. Past MWF programs have been arranged for 09 fellows 20 - 25 alumni with three to five outside speakers for the pre-fellowship orientation. ",13.09,2025-01-14T16:44:19.2330000,2025-01-14T16:44:19.2330000,
